time,x_sp,xpos_
5.15043,0.424162,-0.945837
5.15143,0.425076,-0.945837
5.15248,0.426018,-0.945837
5.15349,0.426934,-0.945837
5.15437,0.42773,-0.94245
5.15536,0.428626,-0.94245
5.15637,0.429538,-0.94245
5.15737,0.430443,-0.94245
5.15852,0.431479,-0.94245
5.15944,0.432308,-0.94245
5.16055,0.433308,-0.94245
5.16137,0.434048,-0.94245
5.16237,0.434944,-0.94245
5.16336,0.435843,-0.94245
5.16437,0.436748,-0.94245
5.16537,0.437647,-0.936274
5.1664,0.438572,-0.936274
5.16749,0.439552,-0.936274
5.16846,0.440424,-0.936274
5.16937,0.441243,-0.936274
5.17037,0.44214,-0.936274
5.17138,0.443044,-0.936274
5.17241,0.443965,-0.936274
5.17336,0.444822,-0.932534
5.17436,0.445716,-0.932534
5.17536,0.446611,-0.932534
5.1764,0.447539,-0.932534
5.17738,0.448415,-0.932534
5.17837,0.449296,-0.932534
5.17937,0.450189,-0.932534
5.18038,0.45109,-0.932534
5.18136,0.451972,-0.932534
5.18236,0.452859,-0.932534
5.18336,0.453752,-0.932534
5.18438,0.45466,-0.932534
5.18536,0.455537,-0.926206
5.18638,0.456438,-0.926206
5.18739,0.457336,-0.926206
5.18842,0.458253,-0.926206
5.18941,0.459137,-0.926206
5.19038,0.459997,-0.926206
5.19149,0.460983,-0.926206
5.19248,0.461856,-0.926206
5.19337,0.462648,-0.922444
5.19438,0.46354,-0.922444
5.19541,0.464456,-0.922444
5.19641,0.465339,-0.922444
5.19747,0.466283,-0.922444
5.19839,0.467093,-0.922444
5.19937,0.467959,-0.922444
5.20044,0.468909,-0.922444
5.2015,0.46984,-0.922444
5.20238,0.47062,-0.922444
5.20351,0.471613,-0.922444
5.20442,0.472421,-0.922444
5.20537,0.473255,-0.915643
5.20637,0.474135,-0.915643
5.20737,0.475013,-0.915643
5.20842,0.475937,-0.915643
5.20938,0.476779,-0.915643
5.21041,0.477689,-0.915643
5.21153,0.47867,-0.915643
5.21241,0.479441,-0.915643
5.21338,0.480292,-0.911537
5.21444,0.481228,-0.911537
5.21548,0.48214,-0.911537
5.2164,0.482946,-0.911537
5.21743,0.483847,-0.911537
5.2185,0.484777,-0.911537
5.21938,0.485545,-0.911537
5.22039,0.486431,-0.911537
5.22142,0.487329,-0.911537
5.22236,0.488155,-0.911537
5.22339,0.48905,-0.911537
5.2244,0.489934,-0.911537
5.22537,0.490777,-0.904279
5.22635,0.491634,-0.904279
5.22736,0.492513,-0.904279
5.22838,0.493396,-0.904279
5.22937,0.494255,-0.904279
5.23037,0.495124,-0.904279
5.23137,0.495994,-0.904279
5.23238,0.496872,-0.904279
5.23337,0.497735,-0.900147
5.23446,0.498677,-0.900147
5.23537,0.499465,-0.900147
5.23641,0.500362,-0.900147
5.23741,0.501235,-0.900147
5.2384,0.502088,-0.900147
5.23939,0.502939,-0.900147
5.24036,0.503783,-0.900147
5.24145,0.504723,-0.900147
5.24249,0.505618,-0.900147
5.24339,0.506401,-0.900147
5.24439,0.507257,-0.900147
5.24537,0.508103,-0.892748
5.24637,0.508963,-0.892748
5.2475,0.509941,-0.892748
5.24855,0.510842,-0.892748
5.24952,0.511676,-0.892748
5.25038,0.512413,-0.892748
5.25141,0.513292,-0.892748
5.25247,0.514204,-0.892748
5.25338,0.514982,-0.888284
5.25467,0.516093,-0.888284
5.25538,0.516698,-0.888284
5.25639,0.517561,-0.888284
5.25737,0.518405,-0.888284
5.25837,0.51926,-0.888284
5.25937,0.520111,-0.888284
5.26037,0.520965,-0.888284
5.26137,0.521818,-0.888284
5.26236,0.522663,-0.888284
5.26339,0.523538,-0.888284
5.26439,0.524396,-0.888284
5.2655,0.525333,-0.880434
5.26637,0.526074,-0.880434
5.26738,0.526939,-0.880434
5.26846,0.527853,-0.880434
5.26941,0.52866,-0.880434
5.27037,0.529475,-0.880434
5.27139,0.530339,-0.880434
5.27237,0.53117,-0.880434
5.27342,0.532058,-0.875637
5.27437,0.532861,-0.875637
5.2754,0.533731,-0.875637
5.27657,0.534722,-0.875637
5.27739,0.535416,-0.875637
5.27839,0.536259,-0.875637
5.27937,0.53709,-0.875637
5.28037,0.537931,-0.875637
5.28137,0.538771,-0.875637
5.28237,0.539613,-0.875637
5.28338,0.540469,-0.875637
5.2846,0.541494,-0.875637
5.28547,0.542222,-0.875637
5.28642,0.543021,-0.867607
5.28737,0.54382,-0.867607
5.28842,0.544697,-0.867607
5.28942,0.545538,-0.867607
5.29037,0.546336,-0.867607
5.29138,0.547177,-0.867607
5.29258,0.548186,-0.867607
5.29354,0.548984,-0.867607
5.29445,0.549744,-0.862746
5.2954,0.550542,-0.862746
5.29656,0.551509,-0.862746
5.2974,0.552204,-0.862746
5.29845,0.553086,-0.862746
5.29948,0.553943,-0.862746
5.30039,0.554698,-0.862746
5.30137,0.555514,-0.862746
5.30237,0.556346,-0.862746
5.30337,0.557173,-0.862746
5.30441,0.558038,-0.862746
5.30537,0.558836,-0.854287
5.30639,0.559677,-0.854287
5.30745,0.560556,-0.854287
5.30852,0.561448,-0.854287
5.30944,0.562207,-0.854287
5.31037,0.562976,-0.854287
5.31137,0.563805,-0.854287
5.3124,0.56465,-0.854287
5.31342,0.565497,-0.849106
5.3145,0.566384,-0.849106
5.31551,0.567213,-0.849106
5.31638,0.56793,-0.849106
5.31737,0.568747,-0.849106
5.31837,0.569567,-0.849106
5.31937,0.570389,-0.849106
5.32038,0.571221,-0.849106
5.32138,0.572039,-0.849106
5.32239,0.572869,-0.849106
5.3234,0.573694,-0.849106
5.32442,0.574531,-0.849106
5.32559,0.575491,-0.849106
5.32644,0.576182,-0.840223
5.32742,0.576982,-0.840223
5.32838,0.577771,-0.840223
5.32937,0.578578,-0.840223
5.33048,0.57948,-0.840223
5.33138,0.580218,-0.840223
5.33243,0.581067,-0.840223
5.33341,0.581864,-0.834953
5.33465,0.582876,-0.834953
5.33542,0.583497,-0.834953
5.33645,0.584335,-0.834953
5.33739,0.585094,-0.834953
5.33837,0.585892,-0.834953
5.33938,0.586713,-0.834953
5.34038,0.587524,-0.834953
5.34145,0.588389,-0.834953
5.34237,0.589131,-0.834953
5.34362,0.590141,-0.834953
5.34441,0.590777,-0.834953
5.34542,0.591588,-0.834953
5.34638,0.592367,-0.825879
5.34737,0.593159,-0.825879
5.34855,0.594115,-0.825879
5.34938,0.594778,-0.825879
5.35038,0.59558,-0.825879
5.35138,0.596385,-0.825879
5.35239,0.597195,-0.825879
5.35346,0.598054,-0.825879
5.35438,0.598789,-0.825879
5.35537,0.599586,-0.825879
5.35637,0.600385,-0.825879
5.35743,0.601232,-0.825879
5.3584,0.602009,-0.825879
5.35952,0.602902,-0.825879
5.36053,0.603703,-0.825879
5.36151,0.60449,-0.825879
5.36243,0.605218,-0.820301
5.36351,0.606076,-0.820301
5.36441,0.606791,-0.820301
5.36543,0.607605,-0.820301
5.36641,0.608384,-0.820301
5.36755,0.609287,-0.820301
5.36853,0.610061,-0.820301
5.36941,0.610758,-0.820301
5.37038,0.611531,-0.820301
5.37139,0.612328,-0.820301
5.37302,0.613614,-0.820301
5.37338,0.613897,-0.810823
5.37439,0.614698,-0.810823
5.37564,0.615685,-0.810823
5.37652,0.616377,-0.810823
5.37749,0.617142,-0.810823
5.3784,0.617856,-0.810823
5.37938,0.618627,-0.810823
5.38043,0.619447,-0.810823
5.3815,0.620288,-0.810823
5.38246,0.621042,-0.810823
5.38343,0.621799,-0.810823
5.38463,0.622741,-0.810823
5.38538,0.623329,-0.810823
5.38637,0.624104,-0.810823
5.38739,0.624895,-0.810823
5.38838,0.625667,-0.810823
5.38941,0.626475,-0.810823
5.39043,0.627266,-0.810823
5.39146,0.628067,-0.810823
5.39254,0.62891,-0.810823
5.39378,0.629876,-0.810823
5.39438,0.630338,-0.804947
5.39538,0.631119,-0.804947
5.39641,0.631916,-0.804947
5.39738,0.632668,-0.804947
5.39838,0.633439,-0.804947
5.39939,0.634218,-0.804947
5.40039,0.634997,-0.804947
5.40138,0.635759,-0.804947
5.40237,0.636526,-0.804947
5.40337,0.637294,-0.804947
5.40437,0.638066,-0.804947
5.40538,0.638839,-0.795266
5.40638,0.63961,-0.795266
5.40741,0.640402,-0.795266
5.40854,0.64127,-0.795266
5.40942,0.641945,-0.795266
5.41044,0.642725,-0.789284
5.41157,0.643589,-0.789284
5.41266,0.644426,-0.789284
5.41345,0.645025,-0.789284
5.41439,0.645751,-0.789284
5.41546,0.646565,-0.789284
5.41655,0.647394,-0.789284
5.41739,0.648037,-0.789284
5.41839,0.648795,-0.789284
5.41937,0.649544,-0.789284
5.42038,0.650309,-0.789284
5.42139,0.651078,-0.789284
5.42238,0.651823,-0.789284
5.42338,0.652584,-0.789284
5.42455,0.653474,-0.789284
5.42556,0.654235,-0.789284
5.42662,0.655034,-0.789284
5.42766,0.655824,-0.789284
5.42838,0.656366,-0.779219
5.42937,0.657113,-0.779219
5.43038,0.657874,-0.779219
5.43142,0.658656,-0.779219
5.43242,0.659408,-0.779219
5.43354,0.660251,-0.779219
5.43443,0.660917,-0.779219
5.4354,0.661642,-0.779219
5.4364,0.662392,-0.779219
5.43738,0.663125,-0.772954
5.43838,0.66388,-0.772954
5.43941,0.664643,-0.772954
5.44039,0.66538,-0.772954
5.44162,0.666295,-0.772954
5.44251,0.666961,-0.772954
5.444,0.668067,-0.772954
5.4444,0.66837,-0.772954
5.44538,0.669099,-0.772954
5.44638,0.669838,-0.772954
5.44744,0.670628,-0.772954
5.4486,0.671487,-0.772954
5.44942,0.672091,-0.772954
5.4505,0.67289,-0.762521
5.45142,0.673569,-0.762521
5.4524,0.674298,-0.762521
5.45339,0.675029,-0.762521
5.4546,0.675919,-0.762521
5.45539,0.676498,-0.762521
5.45639,0.67724,-0.762521
5.45737,0.677961,-0.755981
5.45865,0.678895,-0.755981
5.45947,0.6795,-0.755981
5.46046,0.680225,-0.755981
5.4614,0.680913,-0.755981
5.46246,0.681687,-0.755981
5.4634,0.682382,-0.755981
5.46453,0.683203,-0.755981
5.46558,0.68397,-0.755981
5.46647,0.684618,-0.755981
5.46739,0.685288,-0.755981
5.4684,0.686025,-0.755981
5.46939,0.686742,-0.755981
5.47041,0.687484,-0.755981
5.47138,0.688191,-0.755981
5.47239,0.688925,-0.755981
5.47338,0.689641,-0.745372
5.47452,0.690467,-0.745372
5.47544,0.691126,-0.745372
5.47649,0.691887,-0.745372
5.47738,0.692529,-0.738746
5.47838,0.693248,-0.738746
5.47937,0.693967,-0.738746
5.48043,0.694731,-0.738746
5.48153,0.695516,-0.738746
5.48242,0.696161,-0.738746
5.48338,0.696845,-0.738746
5.48439,0.69757,-0.738746
5.48538,0.698277,-0.738746
5.48639,0.699,-0.738746
5.48738,0.699708,-0.738746
5.48838,0.700425,-0.738746
5.48938,0.701134,-0.738746
5.49037,0.701846,-0.738746
5.49159,0.702709,-0.738746
5.4925,0.703361,-0.738746
5.49343,0.704019,-0.738746
5.49437,0.704688,-0.738746
5.49538,0.705399,-0.738746
5.49637,0.706106,-0.738746
5.49748,0.706888,-0.738746
5.49858,0.70767,-0.738746
5.49948,0.708302,-0.738746
5.5005,0.709025,-0.738746
5.50139,0.709651,-0.738746
5.50238,0.710349,-0.72778
5.50343,0.711082,-0.72778
5.50439,0.71176,-0.72778
5.50539,0.712462,-0.72778
5.50638,0.713154,-0.72778
5.50742,0.713883,-0.720889
5.5086,0.71471,-0.720889
5.50943,0.71529,-0.720889
5.51042,0.715983,-0.720889
5.51151,0.716741,-0.720889
5.51243,0.717388,-0.720889
5.51341,0.718064,-0.720889
5.51438,0.718742,-0.720889
5.51541,0.719456,-0.720889
5.5165,0.720213,-0.720889
5.51797,0.721235,-0.720889
5.51838,0.721515,-0.720889
5.51938,0.722207,-0.720889
5.52042,0.722927,-0.720889
5.52138,0.723589,-0.720889
5.52238,0.724279,-0.720889
5.52338,0.724968,-0.720889
5.52454,0.72577,-0.720889
5.5259,0.726703,-0.720889
5.52648,0.7271,-0.720889
5.52738,0.727723,-0.720889
5.52838,0.728402,-0.720889
5.52963,0.729262,-0.709579
5.53049,0.729852,-0.709579
5.53157,0.730587,-0.709579
5.53247,0.731202,-0.709579
5.53346,0.731878,-0.709579
5.53456,0.732627,-0.709579
5.5354,0.733197,-0.702592
5.5364,0.733875,-0.702592
5.53739,0.734548,-0.702592
5.53838,0.735221,-0.702592
5.5394,0.73591,-0.702592
5.54038,0.736577,-0.702592
5.54158,0.737387,-0.702592
5.5425,0.738008,-0.702592
5.54339,0.738608,-0.702592
5.54463,0.739441,-0.702592
5.54548,0.740011,-0.702592
5.54645,0.740669,-0.702592
5.54739,0.741296,-0.702592
5.54839,0.741965,-0.702592
5.54939,0.74264,-0.702592
5.55037,0.743297,-0.702592
5.55138,0.743966,-0.702592
5.55264,0.744809,-0.702592
5.55343,0.745338,-0.691105
5.55452,0.746064,-0.691105
5.55538,0.746637,-0.691105
5.5564,0.747316,-0.691105
5.55739,0.747969,-0.691105
5.55838,0.748628,-0.691105
5.55939,0.749298,-0.691105
5.5604,0.749967,-0.691105
5.56138,0.750616,-0.683862
5.56241,0.751293,-0.683862
5.56391,0.752285,-0.683862
5.56449,0.752663,-0.683862
5.56538,0.753249,-0.683862
5.56638,0.753906,-0.683862
5.56749,0.754637,-0.683862
5.56855,0.755333,-0.683862
5.56941,0.755896,-0.683862
5.57038,0.756527,-0.683862
5.57137,0.757176,-0.683862
5.57238,0.757836,-0.683862
5.57337,0.758483,-0.672045
5.57461,0.759288,-0.672045
5.57539,0.759796,-0.672045
5.5764,0.760456,-0.672045
5.57743,0.761121,-0.672045
5.57838,0.761737,-0.672045
5.57938,0.762387,-0.672045
5.58042,0.763057,-0.672045
5.5814,0.76369,-0.664554
5.58262,0.764479,-0.664554
5.58345,0.76501,-0.664554
5.58456,0.765726,-0.664554
5.58549,0.766322,-0.664554
5.58638,0.766894,-0.664554
5.58739,0.767544,-0.664554
5.58838,0.768176,-0.664554
5.58939,0.768825,-0.664554
5.59039,0.769463,-0.664554
5.59141,0.770114,-0.664554
5.59242,0.770757,-0.664554
5.59399,0.771757,-0.652545
5.59437,0.771998,-0.652545
5.59538,0.772644,-0.652545
5.59641,0.773292,-0.652545
5.59751,0.77399,-0.652545
5.59861,0.774689,-0.652545
5.59938,0.775172,-0.652545
5.60045,0.775849,-0.652545
5.60139,0.776441,-0.644938
5.60237,0.777062,-0.644938
5.60337,0.777689,-0.644938
5.60437,0.77832,-0.644938
5.60545,0.778993,-0.644938
5.60637,0.779573,-0.644938
5.60745,0.780246,-0.644938
5.6086,0.780967,-0.644938
5.60951,0.781534,-0.644938
5.61038,0.782076,-0.644938
5.61138,0.782697,-0.644938
5.61237,0.783317,-0.644938
5.61338,0.783945,-0.632612
5.6144,0.784574,-0.632612
5.61539,0.785188,-0.632612
5.61641,0.785821,-0.632612
5.61746,0.786467,-0.632612
5.6186,0.787171,-0.632612
5.61942,0.787677,-0.632612
5.62042,0.788295,-0.632612
5.6214,0.788895,-0.624768
5.62241,0.789516,-0.624768
5.62337,0.790105,-0.624768
5.62443,0.790756,-0.624768
5.62541,0.791352,-0.624768
5.62638,0.791946,-0.624768
5.62738,0.792555,-0.624768
5.62854,0.793264,-0.624768
5.62938,0.793773,-0.624768
5.63041,0.794398,-0.624768
5.63141,0.79501,-0.624768
5.63238,0.795598,-0.624768
5.63344,0.796238,-0.612135
5.63441,0.796824,-0.612135
5.63541,0.797427,-0.612135
5.63639,0.79802,-0.612135
5.63738,0.798613,-0.612135
5.63837,0.799213,-0.612135
5.63946,0.799867,-0.612135
5.64042,0.800439,-0.612135
5.64143,0.801043,-0.604157
5.64244,0.80165,-0.604157
5.64338,0.802209,-0.604157
5.64448,0.802866,-0.604157
5.64539,0.803409,-0.604157
5.64638,0.804,-0.604157
5.64748,0.804655,-0.604157
5.64858,0.805307,-0.604157
5.64938,0.805778,-0.604157
5.65038,0.806371,-0.604157
5.65137,0.806958,-0.604157
5.6524,0.807564,-0.604157
5.65343,0.808172,-0.591324
5.65437,0.808724,-0.591324
5.65537,0.809311,-0.591324
5.6564,0.809917,-0.591324
5.65737,0.810487,-0.591324
5.65874,0.811285,-0.591324
5.6594,0.811674,-0.591324
5.66043,0.812275,-0.591324
5.66137,0.812822,-0.58312
5.66238,0.813412,-0.58312
5.6635,0.814059,-0.58312
5.66457,0.814684,-0.58312
5.66542,0.815176,-0.58312
5.66651,0.815807,-0.58312
5.66746,0.816358,-0.58312
5.66849,0.816948,-0.58312
5.66938,0.817465,-0.58312
5.67037,0.818034,-0.58312
5.67146,0.818658,-0.58312
5.6724,0.819195,-0.58312
5.67341,0.819778,-0.569993
5.6744,0.820342,-0.569993
5.67544,0.820936,-0.569993
5.67663,0.821619,-0.569993
5.6774,0.822053,-0.569993
5.67838,0.822612,-0.569993
5.67937,0.823175,-0.569993
5.68039,0.823756,-0.569993
5.68148,0.824374,-0.561572
5.6824,0.824891,-0.561572
5.68341,0.825462,-0.561572
5.6844,0.826021,-0.561572
5.68537,0.826568,-0.561572
5.68637,0.827129,-0.561572
5.6874,0.827706,-0.561572
5.68841,0.828274,-0.561572
5.68941,0.828836,-0.561572
5.69038,0.829378,-0.561572
5.6916,0.830055,-0.561572
5.69246,0.830535,-0.561572
5.69337,0.831045,-0.548239
5.69439,0.831612,-0.548239
5.69544,0.832192,-0.548239
5.69641,0.832731,-0.548239
5.69756,0.833365,-0.548239
5.69859,0.833938,-0.548239
5.69942,0.834391,-0.548239
5.70065,0.835069,-0.548239
5.70143,0.835501,-0.548239
5.70272,0.836205,-0.539678
5.70344,0.836604,-0.539678
5.70469,0.837286,-0.539678
5.70547,0.837715,-0.539678
5.70704,0.83857,-0.539678
5.70739,0.838762,-0.539678
5.70854,0.839387,-0.539678
5.7094,0.839855,-0.539678
5.71038,0.840385,-0.539678
5.71138,0.840924,-0.539678
5.71237,0.841463,-0.539678
5.71338,0.842004,-0.526079
5.71442,0.842566,-0.526079
5.71539,0.843088,-0.526079
5.71644,0.843652,-0.526079
5.7174,0.844167,-0.526079
5.71848,0.844747,-0.526079
5.71942,0.845251,-0.526079
5.72039,0.845766,-0.526079
5.72139,0.846302,-0.517318
5.72238,0.846826,-0.517318
5.72337,0.847352,-0.517318
5.72441,0.847904,-0.517318
5.72537,0.848415,-0.517318
5.72642,0.84897,-0.517318
5.72738,0.849473,-0.517318
5.72841,0.850019,-0.517318
5.72939,0.850533,-0.517318
5.73041,0.851071,-0.517318
5.73142,0.851598,-0.517318
5.73238,0.852104,-0.517318
5.73341,0.852642,-0.503461
5.73438,0.853146,-0.503461
5.73537,0.853663,-0.503461
5.73637,0.854186,-0.503461
5.73741,0.854724,-0.503461
5.73838,0.855227,-0.503461
5.73941,0.85576,-0.503461
5.74039,0.856266,-0.503461
5.74141,0.856793,-0.503461
5.74252,0.857369,-0.494505
5.74339,0.857816,-0.494505
5.74442,0.858343,-0.494505
5.74541,0.858851,-0.494505
5.74638,0.859347,-0.494505
5.74753,0.859933,-0.494505
5.74849,0.860424,-0.494505
5.74946,0.860915,-0.494505
5.75047,0.861433,-0.494505
5.75137,0.86189,-0.494505
5.75238,0.862402,-0.494505
5.75339,0.862912,-0.480479
5.75447,0.863457,-0.480479
5.75538,0.863917,-0.480479
5.75639,0.864423,-0.480479
5.7574,0.864928,-0.480479
5.7585,0.865481,-0.480479
5.7595,0.865981,-0.480479
5.76041,0.866436,-0.480479
5.76137,0.866916,-0.471419
5.76237,0.867413,-0.471419
5.76352,0.867987,-0.471419
5.76442,0.86843,-0.471419
5.76538,0.868907,-0.471419
5.76637,0.869399,-0.471419
5.76741,0.869909,-0.471419
5.76851,0.870453,-0.471419
5.76941,0.870894,-0.471419
5.7704,0.871384,-0.471419
5.77137,0.871856,-0.471419
5.77238,0.872349,-0.471419
5.7734,0.872849,-0.457155
5.77437,0.873321,-0.457155
5.7754,0.873822,-0.457155
5.77638,0.8743,-0.457155
5.77741,0.874797,-0.457155
5.77838,0.875267,-0.457155
5.77938,0.875752,-0.457155
5.78039,0.876237,-0.457155
5.78142,0.876733,-0.447912
5.78237,0.87719,-0.447912
5.78343,0.877701,-0.447912
5.78466,0.878288,-0.447912
5.7854,0.878644,-0.447912
5.78638,0.87911,-0.447912
5.78738,0.879585,-0.447912
5.78843,0.880083,-0.447912
5.78949,0.880586,-0.447912
5.79041,0.881025,-0.447912
5.79138,0.88148,-0.447912
5.79264,0.882078,-0.447912
5.79387,0.882656,-0.447912
5.7945,0.882953,-0.433439
5.7954,0.883373,-0.433439
5.79645,0.883864,-0.433439
5.7974,0.884307,-0.433439
5.79843,0.884787,-0.433439
5.79939,0.885234,-0.433439
5.80052,0.885759,-0.433439
5.80146,0.886199,-0.433439
5.80239,0.886626,-0.424045
5.80337,0.887079,-0.424045
5.80438,0.887544,-0.424045
5.8054,0.888016,-0.424045
5.80636,0.888458,-0.424045
5.80743,0.888945,-0.424045
5.80861,0.889486,-0.424045
5.80957,0.889927,-0.424045
5.81043,0.890319,-0.424045
5.81138,0.890751,-0.424045
5.81238,0.891201,-0.424045
5.81337,0.891651,-0.40935
5.8144,0.892118,-0.40935
5.81557,0.892646,-0.40935
5.8164,0.893018,-0.40935
5.81739,0.893467,-0.40935
5.81841,0.893922,-0.40935
5.81945,0.89439,-0.40935
5.82042,0.894823,-0.40935
5.8214,0.895259,-0.39979
5.82237,0.895692,-0.39979
5.82339,0.896145,-0.39979
5.8244,0.89659,-0.39979
5.82541,0.89704,-0.39979
5.82649,0.897515,-0.39979
5.82744,0.897933,-0.39979
5.82846,0.898382,-0.39979
5.82938,0.898783,-0.39979
5.83037,0.899218,-0.39979
5.83137,0.899655,-0.39979
5.83253,0.900162,-0.39979
5.83344,0.900558,-0.39979
5.83445,0.900998,-0.384885
5.83538,0.901401,-0.384885
5.83639,0.901836,-0.384885
5.83737,0.902261,-0.384885
5.8384,0.902703,-0.384885
5.83946,0.903159,-0.384885
5.84048,0.903594,-0.384885
5.84145,0.904013,-0.375167
5.84248,0.904449,-0.375167
5.84354,0.904903,-0.375167
5.8444,0.905267,-0.375167
5.84541,0.905699,-0.375167
5.84647,0.906147,-0.375167
5.84749,0.906576,-0.375167
5.8484,0.906959,-0.375167
5.84944,0.907399,-0.375167
5.85038,0.907793,-0.375167
5.85137,0.908207,-0.375167
5.85238,0.908629,-0.375167
5.85341,0.909059,-0.360093
5.85437,0.909459,-0.360093
5.85537,0.909875,-0.360093
5.85644,0.910317,-0.360093
5.85752,0.910762,-0.360093
5.85862,0.911217,-0.360093
5.85952,0.911588,-0.360093
5.86041,0.911953,-0.360093
5.86138,0.912353,-0.350255
5.8624,0.912767,-0.350255
5.86338,0.913169,-0.350255
5.86439,0.91358,-0.350255
5.86542,0.913997,-0.350255
5.86639,0.914389,-0.350255
5.86753,0.914854,-0.350255
5.86842,0.915209,-0.350255
5.86953,0.915656,-0.350255
5.87039,0.916004,-0.350255
5.87142,0.916414,-0.350255
5.87241,0.916812,-0.350255
5.87337,0.917194,-0.334989
5.87441,0.91761,-0.334989
5.87541,0.918006,-0.334989
5.87642,0.918406,-0.334989
5.87737,0.918781,-0.334989
5.87837,0.919175,-0.334989
5.87937,0.919569,-0.334989
5.88038,0.919966,-0.334989
5.88139,0.920361,-0.325005
5.88239,0.920749,-0.325005
5.88338,0.921135,-0.325005
5.88454,0.921586,-0.325005
5.88539,0.921917,-0.325005
5.88638,0.922301,-0.325005
5.88738,0.922684,-0.325005
5.88841,0.923082,-0.325005
5.88937,0.923452,-0.325005
5.89039,0.923841,-0.325005
5.89157,0.924295,-0.325005
5.89239,0.924605,-0.325005
5.89344,0.925006,-0.309558
5.89442,0.925379,-0.309558
5.8955,0.925788,-0.309558
5.89642,0.926135,-0.309558
5.89741,0.926506,-0.309558
5.89863,0.926967,-0.309558
5.89947,0.92728,-0.309558
5.90042,0.927637,-0.309558
5.90143,0.928012,-0.299455
5.90239,0.928369,-0.299455
5.90337,0.928734,-0.299455
5.90437,0.929105,-0.299455
5.90541,0.929486,-0.299455
5.90639,0.929847,-0.299455
5.90737,0.93021,-0.299455
5.9085,0.930624,-0.299455
5.90957,0.931014,-0.299455
5.91045,0.931334,-0.299455
5.91137,0.93167,-0.299455
5.91239,0.93204,-0.299455
5.91337,0.932395,-0.283852
5.91445,0.932784,-0.283852
5.91548,0.933153,-0.283852
5.91655,0.933538,-0.283852
5.9175,0.93388,-0.283852
5.91843,0.934211,-0.283852
5.91938,0.934548,-0.283852
5.92038,0.934904,-0.283852
5.9214,0.935266,-0.27362
5.92237,0.935609,-0.27362
5.92348,0.936002,-0.27362
5.92443,0.936335,-0.27362
5.92553,0.936719,-0.27362
5.9264,0.937026,-0.27362
5.9274,0.937373,-0.27362
5.92858,0.937783,-0.27362
5.92941,0.93807,-0.27362
5.93038,0.938408,-0.27362
5.93141,0.938764,-0.27362
5.9324,0.939102,-0.27362
5.93338,0.939438,-0.257861
5.93439,0.939785,-0.257861
5.93546,0.94015,-0.257861
5.93644,0.940482,-0.257861
5.93745,0.940826,-0.257861
5.93839,0.941144,-0.257861
5.93938,0.941477,-0.257861
5.94037,0.941812,-0.257861
5.94139,0.942156,-0.247512
5.94237,0.942482,-0.247512
5.94352,0.942867,-0.247512
5.94439,0.943157,-0.247512
5.9454,0.943491,-0.247512
5.94638,0.943816,-0.247512
5.94741,0.944154,-0.247512
5.94838,0.944476,-0.247512
5.94941,0.944811,-0.247512
5.95061,0.945204,-0.247512
5.95146,0.945482,-0.247512
5.95267,0.945874,-0.247512
5.95337,0.946104,-0.231604
5.95437,0.946427,-0.231604
5.95537,0.946748,-0.231604
5.95653,0.947122,-0.231604
5.95745,0.947415,-0.231604
5.9584,0.947719,-0.231604
5.95941,0.94804,-0.231604
5.96061,0.948423,-0.231604
5.96134,0.948654,-0.22114
5.96238,0.948981,-0.22114
5.9634,0.949304,-0.22114
5.96447,0.949639,-0.22114
5.96543,0.949938,-0.22114
5.9664,0.950241,-0.22114
5.96738,0.950546,-0.22114
5.96839,0.950861,-0.22114
5.96937,0.951163,-0.22114
5.97037,0.951471,-0.22114
5.97139,0.951785,-0.22114
5.9724,0.952095,-0.22114
5.97337,0.952391,-0.205098
5.97448,0.952727,-0.205098
5.97545,0.953023,-0.205098
5.97644,0.953322,-0.205098
5.97738,0.953606,-0.205098
5.97837,0.953904,-0.205098
5.97937,0.954202,-0.205098
5.98047,0.95453,-0.205098
5.98146,0.954824,-0.194536
5.98249,0.95513,-0.194536
5.98338,0.955395,-0.194536
5.98443,0.955704,-0.194536
5.98538,0.955982,-0.194536
5.98637,0.956272,-0.194536
5.9874,0.956574,-0.194536
5.98837,0.956855,-0.194536
5.98945,0.957168,-0.194536
5.99037,0.957435,-0.194536
5.99163,0.957799,-0.194536
5.99262,0.958082,-0.194536
5.99403,0.958485,-0.194536
5.99434,0.958574,-0.194536
5.99542,0.958879,-0.178373
5.99641,0.95916,-0.178373
5.99751,0.959471,-0.178373
5.99859,0.959775,-0.178373
5.99947,0.960023,-0.178373
6.00054,0.96032,-0.178373
6.00152,0.960594,-0.16772
6.00248,0.96086,-0.16772
6.00342,0.96112,-0.16772
6.00445,0.961405,-0.16772
6.00538,0.961661,-0.16772
6.00638,0.961933,-0.16772
6.00738,0.962205,-0.16772
6.00839,0.96248,-0.16772
6.00938,0.962749,-0.16772
6.01064,0.96309,-0.16772
6.01141,0.963297,-0.16772
6.01242,0.963567,-0.16772
6.01338,0.963822,-0.151431
6.01438,0.96409,-0.151431
6.01538,0.964355,-0.151431
6.01641,0.964627,-0.151431
6.01746,0.964902,-0.151431
6.01845,0.965163,-0.151431
6.01939,0.965406,-0.151431
6.02038,0.965666,-0.151431
6.02142,0.965934,-0.140676
6.02237,0.966181,-0.140676
6.02337,0.966438,-0.140676
